2,1,4.5
5,94,5.0
5,130,5.0
5,2061,4.5
6,94,5.0
5,5003,5.0
5,46,5.0
5,5010,5.0
5,2751,5.0
5,49,5.0
5,52,4.0
5,149,2.0
5,2070,3.0
5,4226,1.0
5,7231,1.0
5,29,4.0
5,80,3.5
5,1103,4.5
5,757,4.5
5,509,5.0
2,5003,2.5
90,3706,5.0
91,3706,5.0
92,3706,5.0
93,3706,4.5
94,3706,5.0
95,3706,5.0
96,3706,4.5
97,3706,5.0
98,3706,5.0
99,3706,5.0
100,3706,5.0
101,3706,4.5
102,3706,5.0
103,3706,5.0
104,3706,5.0
105,3706,4.5
106,3706,5.0
107,3706,5.0
108,3706,5.0
109,3706,5.0
10,80,5.0
11,80,5.0
12,80,5.0
13,80,5.0
14,80,5.0
15,80,5.0
16,80,5.0
17,80,5.0
18,80,5.0
19,80,5.0
20,80,5.0
21,80,5.0
22,80,5.0
23,80,5.0
24,80,5.0
25,80,5.0
26,80,5.0
27,80,5.0
28,80,5.0
29,80,5.0
30,80,5.0
31,80,5.0
32,80,4.5
33,80,4.5
34,80,4.5
35,80,4.5
36,80,5.0
37,80,5.0
38,80,5.0
39,80,5.0
40,80,5.0
41,80,4.5
42,80,5.0
43,80,5.0
44,80,5.0
45,80,5.0
46,80,5.0
47,80,5.0
48,80,4.5
49,80,5.0
50,80,5.0
51,80,5.0
52,80,5.0
53,80,4.5
54,80,5.0
55,80,5.0
56,80,5.0
57,80,5.0
58,80,5.0
59,80,5.0
60,80,5.0
61,80,5.0
62,80,5.0
63,80,5.0
64,80,5.0
65,80,5.0
66,80,4.5
67,80,5.0
68,80,5.0
69,80,5.0
70,80,5.0
71,80,5.0
72,80,5.0
73,80,5.0
74,80,4.5
75,80,5.0
76,80,5.0
77,80,5.0
78,80,5.0
79,80,5.0
80,80,5.0
81,80,5.0
82,80,5.0
83,80,4.5
84,80,5.0
85,80,5.0
86,80,5.0
87,80,5.0
88,80,5.0
89,80,5.0
10,218,5.0
11,218,5.0
12,218,5.0
13,218,4.5
14,218,5.0
15,218,5.0
16,218,5.0
17,218,5.0
18,218,5.0
19,218,4.5
20,218,5.0
21,218,5.0
22,218,5.0
23,218,5.0
24,218,4.5
25,218,5.0
26,218,5.0
27,218,5.0
28,218,5.0
29,218,5.0
30,218,5.0
31,218,4.5
32,218,5.0
33,218,5.0
34,218,5.0
35,218,5.0
36,218,5.0
37,218,5.0
38,218,4.5
39,218,5.0
40,218,5.0
61,84,5.0
62,84,5.0
63,84,5.0
64,84,5.0
65,84,5.0
66,84,4.5
67,84,5.0
68,84,5.0
69,84,5.0
70,84,5.0
71,84,4.5
72,84,5.0
73,84,5.0
74,84,5.0
75,84,5.0
76,84,4.5
77,84,5.0
78,84,5.0
79,84,5.0
80,84,5.0
81,84,5.0
82,84,4.5
83,84,5.0
84,84,5.0
85,84,5.0
86,84,5.0
87,84,5.0
88,84,5.0
89,84,5.0
90,148,5.0
91,148,5.0
92,148,5.0
93,148,4.5
94,148,5.0
95,148,5.0
96,148,4.5
97,148,5.0
98,148,5.0
99,148,5.0
100,148,5.0
101,148,4.5
102,148,5.0
103,148,5.0
104,148,5.0
105,148,4.5
106,148,5.0
107,148,5.0
108,148,5.0
109,148,5.0
90,2203,5.0
91,2203,5.0
92,2203,5.0
93,2203,4.5
94,2203,5.0
95,2203,5.0
96,2203,4.5
97,2203,5.0
98,2203,5.0
99,2203,5.0
100,2203,5.0
101,2203,4.5
102,2203,5.0
103,2203,5.0
104,2203,5.0
105,2203,4.5
106,2203,5.0
107,2203,5.0
108,2203,5.0
109,2203,5.0
110,80,5.0
110,218,4.5
8,5007,2.5
8,80,5.0
8,218,5.0
82,218,5.0
82,148,4.5
82,94,5.0
